"spellid","charactername","species","gender","house","patronus","incantation","spellname","light","chaptername","movietitle","runtime","budget","placeid","dialogues"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Diagon Alley","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"But you like a dragon?"
5,"Rubeus Hagrid","Half-Human/Half-Giant","Male","Gryffindor",NULL,"Arania Exumai","Spider repelling spell","Blue","Diagon Alley","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"Fast and misunderstood beasts, Harry. Fast and misunderstood."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Diagon Alley","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"All students must be equipped with...one standard size two pewter cauldron and may bring if they desire either an owl, a cat or a toad. Could we find all this in London?"
5,"Rubeus Hagrid","Half-Human/Half-Giant","Male","Gryffindor",NULL,"Arania Exumai","Spider repelling spell","Blue","Diagon Alley","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"If you know where to go."
NULL,"Tom","Human","Male",NULL,NULL,NULL,NULL,NULL,"Diagon Alley","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"Ah, Hagrid! The usual, I presume?"
5,"Rubeus Hagrid","Half-Human/Half-Giant","Male","Gryffindor",NULL,"Arania Exumai","Spider repelling spell","Blue","Diagon Alley","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"No thanks, Tom. I'm on official Hogwarts business today. Just helping young Harry here buy his school supplies."
NULL,"Tom","Human","Male",NULL,NULL,NULL,NULL,NULL,"Diagon Alley","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"Bless my soul. It's Harry Potter."
NULL,"Man",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Diagon Alley","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"Welcome back, Mr. Potter, welcome back."
NULL,"Goblin",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Diagon Alley","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"Doris Crockford, Mr. Potter. I can't believe I'm meeting you at last."
41,"Quirinus Quirrell","Human","Male","Ravenclaw",NULL,"Piertotum Locomotor","Piertotum Locomotor","Green","Diagon Alley","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"Harry P-potter. C-can't tell you how pleased I am to meet you."
5,"Rubeus Hagrid","Half-Human/Half-Giant","Male","Gryffindor",NULL,"Arania Exumai","Spider repelling spell","Blue","Diagon Alley","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"Hello, Professor. I didn't see you there. Harry, this is Professor Quirrell. He'll be your Defense Against the Dark Arts teacher at Hogwarts."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Diagon Alley","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"Oh, nice to meet you."
41,"Quirinus Quirrell","Human","Male","Ravenclaw",NULL,"Piertotum Locomotor","Piertotum Locomotor","Green","Diagon Alley","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"F-fearfully fascinating subject. N-not that you need it, e-eh, Potter? Heheh."
5,"Rubeus Hagrid","Half-Human/Half-Giant","Male","Gryffindor",NULL,"Arania Exumai","Spider repelling spell","Blue","Diagon Alley","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"Yes, well, must be going now. Lots to buy. Heh."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Diagon Alley","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"Goodbye."
5,"Rubeus Hagrid","Half-Human/Half-Giant","Male","Gryffindor",NULL,"Arania Exumai","Spider repelling spell","Blue","Diagon Alley","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"See, Harry, you're famous!"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Diagon Alley","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"But why am I famous, Hagrid? All those people back there, how is it they know who I am?"
5,"Rubeus Hagrid","Half-Human/Half-Giant","Male","Gryffindor",NULL,"Arania Exumai","Spider repelling spell","Blue","Diagon Alley","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"I'm not exactly sure I'm the right person to tell you that, Harry.  Welcome, Harry, to Diagon Alley.  Here's where you'll get your quills and ink, and over there all your bits and bobs for doing your wizardry."
NULL,"Boy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Diagon Alley","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"It's a world class racing broom. Look at it, it's the new Nimbus 2000! It's the fastest model yet."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Gringotts","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",2,"But, Hagrid, how am I to pay for all this? I haven't any money."
5,"Rubeus Hagrid","Half-Human/Half-Giant","Male","Gryffindor",NULL,"Arania Exumai","Spider repelling spell","Blue","Gringotts","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",2,"Well, there's your money, Harry.  Gringotts, the Wizard Bank. T'aint no place safer, 'cept perhaps Hogwarts."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Gringotts","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",2,"Uh, Hagrid, what exactly are these things?"
5,"Rubeus Hagrid","Half-Human/Half-Giant","Male","Gryffindor",NULL,"Arania Exumai","Spider repelling spell","Blue","Gringotts","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",2,"They're goblins, Harry. Clever as they come goblins, but not the most friendly of beasts. Best stick close to me.  Mr. Harry Potter wishes to make a withdrawal."
NULL,"Merpeople",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Gringotts","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",2,"And does Mr. Harry Potter have his key?"
5,"Rubeus Hagrid","Half-Human/Half-Giant","Male","Gryffindor",NULL,"Arania Exumai","Spider repelling spell","Blue","Gringotts","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",2,"Oh. Wait a minute. Got it here somewhere. Hah. There's the little devil.  Oh, and there's something else as well.  Professor Dumbledore gave me this.  It's about you-know-what in vault you-know-which."
NULL,"Merpeople",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Gringotts","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",2,"Very well."
30,"Griphook","Goblin","Male",NULL,NULL,"Locomotor Mortis","Leg-Locker Curse","Purple","Gringotts","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",2,"Vault 687. Lamp, please.  Key please."
5,"Rubeus Hagrid","Half-Human/Half-Giant","Male","Gryffindor",NULL,"Arania Exumai","Spider repelling spell","Blue","Gringotts","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",2,"Didn't think your mum and dad would leave you with nothing now, did ya?"
30,"Griphook","Goblin","Male",NULL,NULL,"Locomotor Mortis","Leg-Locker Curse","Purple","Gringotts","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",2,"Vault 713."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Gringotts","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",2,"What's in there, Hagrid?"
5,"Rubeus Hagrid","Half-Human/Half-Giant","Male","Gryffindor",NULL,"Arania Exumai","Spider repelling spell","Blue","Gringotts","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",2,"Can't tell you, Harry. It's Hogwarts business. Very secret."
30,"Griphook","Goblin","Male",NULL,NULL,"Locomotor Mortis","Leg-Locker Curse","Purple","Gringotts","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",2,"Stand back."
5,"Rubeus Hagrid","Half-Human/Half-Giant","Male","Gryffindor",NULL,"Arania Exumai","Spider repelling spell","Blue","Gringotts","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",2,"Best not mention this to anyone, Harry."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Ollivanders","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",4,"I still need...a wand."
5,"Rubeus Hagrid","Half-Human/Half-Giant","Male","Gryffindor",NULL,"Arania Exumai","Spider repelling spell","Blue","Ollivanders","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",4,"A wand? Well, you'll want Ollivanders.  No place better. Run along there, but wait. I just got one more thing I got to do. Won't be long."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Ollivanders","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",4,"Hello? Hello?"
43,"Garrick Ollivander","Human","Male","Ravenclaw",NULL,"Priori Incantatem","Reverse Spell","Gold","Ollivanders","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",4,"I wondered when I'd be seeing you, Mr. Potter. It seems only yesterday that your mother and father were in here buying their first wands.  Ah. Here we are.  Well, give it a wave.  Apparently not.  Perhaps this.  No, no, definitely not! No matter...  I wonder.  Curious, very curious."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Ollivanders","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",4,"Sorry, but what's curious?"
43,"Garrick Ollivander","Human","Male","Ravenclaw",NULL,"Priori Incantatem","Reverse Spell","Gold","Ollivanders","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",4,"I remember every wand I've ever sold, Mr. Potter. It just so happens that the phoenix, whose tail feather resides in your wand gave one other feather, just one. It is curious that you should be destined for this wand when its brother gave you that scar."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Ollivanders","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",4,"And...who owned that wand?"
43,"Garrick Ollivander","Human","Male","Ravenclaw",NULL,"Priori Incantatem","Reverse Spell","Gold","Ollivanders","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",4,"Oh, we do not speak his name. The wand chooses the wizard, Mr. Potter. It's not always clear why, but I think it is clear that we can expect great things from you. After all, He-Who-Must-Not-Be-Named did great things...terrible, yes, but great."
5,"Rubeus Hagrid","Half-Human/Half-Giant","Male","Gryffindor",NULL,"Arania Exumai","Spider repelling spell","Blue","Ollivanders","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",4,"Harry! Harry! Happy birthday!"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Ollivanders","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",4,"Wow."
5,"Rubeus Hagrid","Half-Human/Half-Giant","Male","Gryffindor",NULL,"Arania Exumai","Spider repelling spell","Blue","The Boy Who Lived","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"You all right, Harry? You seem very quiet."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Boy Who Lived","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"He killed my parents, didn't he? The one who gave me this. You know, Hagrid, I know you do."
5,"Rubeus Hagrid","Half-Human/Half-Giant","Male","Gryffindor",NULL,"Arania Exumai","Spider repelling spell","Blue","The Boy Who Lived","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"First, and understand this, Harry, 'cause it's very important. Not all wizards are good. Some of them go bad. A few years ago, there was one wizard who went as bad as you can go. And his name was V-...his name was V-..."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Boy Who Lived","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"Maybe if you wrote it down?"
5,"Rubeus Hagrid","Half-Human/Half-Giant","Male","Gryffindor",NULL,"Arania Exumai","Spider repelling spell","Blue","The Boy Who Lived","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"No, I can't spell it. All right.  Voldemort."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Boy Who Lived","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"Voldemort?"
5,"Rubeus Hagrid","Half-Human/Half-Giant","Male","Gryffindor",NULL,"Arania Exumai","Spider repelling spell","Blue","The Boy Who Lived","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"Shh!!"
5,"Rubeus Hagrid","Half-Human/Half-Giant","Male","Gryffindor",NULL,"Arania Exumai","Spider repelling spell","Blue","The Boy Who Lived","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"It was dark times, Harry, dark times.  Voldemort started to gather some followers, brought 'em over to the dark side. Anyone that stood up to him ended up dead. Your parents fought against him, but nobody lived once he decided to kill 'em.  Nobody...not one. Except you."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Boy Who Lived","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"Me? Voldemort tried to kill...me?"
5,"Rubeus Hagrid","Half-Human/Half-Giant","Male","Gryffindor",NULL,"Arania Exumai","Spider repelling spell","Blue","The Boy Who Lived","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"Yes. That ain't no ordinary cut on your forehead, Harry. A mark like that only comes from being touched by a curse...and an evil curse at that."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Boy Who Lived","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"What happened to...to You-Know-Who?"
5,"Rubeus Hagrid","Half-Human/Half-Giant","Male","Gryffindor",NULL,"Arania Exumai","Spider repelling spell","Blue","The Boy Who Lived","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",5,"Well, some say he died. Codswallop in my opinion. Nope, I reckon he's out there, still, too tired to go on. But one thing's absolutely certain. Something about you stumped him that night. That's why you're famous. That's why everybody knows your name. You're the boy who lived."
5,"Rubeus Hagrid","Half-Human/Half-Giant","Male","Gryffindor",NULL,"Arania Exumai","Spider repelling spell","Blue","Platform 9&¾","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",71,"What're you looking at?  Blimey, is that the time? Sorry, Harry, I'm gonna have to leave you. Dumbledore'll be wanting his- well, he'll be wanting to see me. Now, uh, your train leaves in 10 minutes. Here's your ticket.  Stick to it, Harry that's very important. Stick to your ticket."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Platform 9&¾","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",71,"Platform 9&ѕ? But, Hagrid, there must be a mistake. This says Platform 9&ѕ. There's no such thing...is there?"
NULL,"Man",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Platform 9&¾","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",71,"Sorry."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Platform 9&¾","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",71,"Excuse me, excuse me."
NULL,"Old man",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Platform 9&¾","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",71,"Right on your left, ma'am."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Platform 9&¾","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",71,"Excuse me, sir. Can you tell me where I might find Platform 9&ѕ?"
